genre,url
"[Strategy, Real-Time, Fantasy, General]",spellforce-the-order-of-dawn
"[Miscellaneous, Board / Card Game]",spellweaver
"[Action, Platformer, Platformer, 2D, 2D]",spelunky
"[Action Adventure, Sci-Fi, Sci-Fi, General]",spider-man
"[Action Adventure, Sci-Fi, Sci-Fi, General, Open-World]",spider-man-2-the-game
"[Action, Action Adventure, Platformer, General, Platformer, 3D, 3D]",spider-man-3
"[Action, General, General]",spider-man-friend-or-foe
"[Action, Adventure, Beat-'Em-Up, Fantasy, Third-Person, Fantasy, 3D]",spider-man-shattered-dimensions
"[Action, Shooter, Beat-'Em-Up, Third-Person, 2D, 3D, Fantasy]",spider-man-the-movie
"[Action, General, General]",spider-man-web-of-shadows
"[Driving, Rally / Offroad, Simulation, Racing, Vehicle, Automobile, Civilian]",spintires
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",spiral-knights
"[Action, Arcade]",spiritsphere
"[Action, Platformer, 2D]",splasher
"[Sports, Alternative, Individual, Other, Other]",splat-renegade-paintball
"[Miscellaneous, Puzzle, General, Puzzle, General]",splice
"[Driving, Racing, General, General, Arcade, Automobile]",splitsecond
"[Miscellaneous, Party, Party, Party / Minigame]",spongebob-squarepants-lights-camera-pants!
"[Strategy, Breeding/Constructing, General, Breeding/Constructing]",spore
"[Strategy, Breeding/Constructing, General, Breeding/Constructing]",spore-creature-creator
"[Strategy, Breeding/Constructing, General, Breeding/Constructing]",spore-creepy-cute-parts-pack
"[Strategy, Breeding/Constructing, General, Breeding/Constructing]",spore-galactic-adventures
"[Strategy, Tycoon, Management, Business / Tycoon]",spring-break
"[Driving, Racing, Mission-based, Arcade, Mission-based, Automobile]",spy-hunter
"[Strategy, Real-Time, Historic, Historic]",squad-assault-second-wave
"[Strategy, Real-Time, Military, General]",squad-assault-west-front
"[Strategy, General, General]",squad-leader
"[Miscellaneous, Parlor, Gambling, Gambling]",stacked-with-daniel-negreanu
"[Miscellaneous, Puzzle, Action, Puzzle, Action]",stacking
"[First-Person, Adventure, 3D]",stairs
"[Strategy, Real-Time, Military, General]",stalin-vs-martians
"[Strategy, Turn-Based, Sci-Fi, Sci-Fi]",star-chamber
"[Action, Role-Playing, General, General, Massively Multiplayer]",star-conflict
"[Strategy, General, General]",star-control-3
"[Strategy, Real-Time, Tactics]",star-hammer-the-vanguard-prophecy
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",star-trek-away-team
"[Simulation, Sci-Fi, Space, Large Spaceship, Civilian]",star-trek-bridge-commander
"[Strategy, General, General]",star-trek-conquest-online
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi]",star-trek-online
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi]",star-trek-online-legacy-of-romulus
"[Strategy, Real-Time, General, Tactics]",star-trek-starfleet-command-orion-pirates
"[Action Adventure, Sci-Fi, Sci-Fi, General]",star-trek-the-video-game
"[Strategy, General, General]",star-trek-armada-ii
"[Action Adventure, General]",star-trek-bridge-crew
"[Action, General, General]",star-trek-d-a-c
"[Strategy, Real-Time, General, Tactics]",star-trek-deep-space-nine-dominion-wars
"[Action, Shooter, Shooter, Third-Person, Sci-Fi, Arcade]",star-trek-deep-space-nine-the-fallen
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",star-trek-elite-force-ii
"[Simulation, Sci-Fi, Space, Large Spaceship, Large Spaceship, Civilian]",star-trek-klingon-academy
"[Simulation, Sci-Fi, Space, Large Spaceship, Large Spaceship, Combat, Civilian]",star-trek-legacy
"[Strategy, General, General]",star-trek-new-worlds
"[Simulation, Sci-Fi, Space, Large Spaceship, Large Spaceship, Civilian]",star-trek-starfleet-command-iii
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",star-trek-voyager-elite-force
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Arcade]",star-trek-voyager-elite-force-expansion-pack
"[General, General, Action, Shooter, First-Person, Tactical]",star-wars-battlefront
"[Strategy, Real-Time, Sci-Fi, General]",star-wars-galactic-battlegrounds
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",star-wars-galactic-battlegrounds-clone-campaigns
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi]",star-wars-galaxies-an-empire-divided
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi]",star-wars-galaxies-episode-iii-rage-of-the-wookiees
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi]",star-wars-galaxies-jump-to-lightspeed
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi]",star-wars-galaxies-trials-of-obi-wan
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",star-wars-jedi-knight-ii-jedi-outcast
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Arcade]",star-wars-jedi-knight-dark-forces-ii
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",star-wars-jedi-knight-jedi-academy
"[Action Adventure, Sci-Fi, Sci-Fi, General]",star-wars-the-clone-wars-republic-heroes
"[Simulation, Sci-Fi, Space, Small Spaceship, Combat]",star-wars-battle-for-naboo
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",star-wars-battlefront-2004
"[Action, Shooter, First-Person, Tactical]",star-wars-battlefront-ii
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",star-wars-clone-wars-adventures
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",star-wars-empire-at-war
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",star-wars-empire-at-war-forces-of-corruption
"[Role-Playing, Third-Person, Third-Person, General]",star-wars-knights-of-the-old-republic
"[Role-Playing, Third-Person, Third-Person, General]",star-wars-knights-of-the-old-republic-ii---the-sith-lords
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",star-wars-republic-commando
"[Simulation, Sci-Fi, Space, Small Spaceship, Small Spaceship, Combat]",star-wars-starfighter
"[Action, Miscellaneous, General, Compilation]",star-wars-the-force-unleashed---ultimate-sith-edition
"[Action, General, General]",star-wars-the-force-unleashed-ii
"[Sci-Fi, Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi]",star-wars-the-old-republic
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi]",star-wars-the-old-republic---rise-of-the-hutt-cartel
"[Fantasy, General, Fantasy, Action Adventure, Sandbox]",starbound
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, Command]",starcraft
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, Command]",starcraft-ii-heart-of-the-swarm
"[Sci-Fi, Sci-Fi, Strategy, Real-Time, General, Command]",starcraft-ii-legacy-of-the-void
"[Strategy, Real-Time, Command]",starcraft-ii-nova-covert-ops---mission-pack-1
"[Strategy, Real-Time, Sci-Fi, Command]",starcraft-ii-wings-of-liberty
"[General, Role-Playing, General]",stardew-valley
"[Strategy, Real-Time, Sci-Fi, General]",stardrive
"[Sci-Fi, Strategy, Real-Time, General]",stardrive-2
"[Strategy, Real-Time, General, Tactics]",starfleet-command-volume-ii-empires-at-war
"[Simulation, Sci-Fi, Space, Small Spaceship, Small Spaceship, Combat]",starlancer
"[Simulation, Strategy, Real-Time, Ship, Sci-Fi, General]",starpoint-gemini
"[Strategy, Real-Time, Sci-Fi, General]",starpoint-gemini-2
"[Strategy, General]",starpoint-gemini-warlords
"[Strategy, Turn-Based, General, 4X]",stars-in-shadow
"[Simulation, General, General]",starseed-pilgrim
"[Simulation, Sci-Fi, Space, Small Spaceship, Small Spaceship, Combat]",starshatter
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",starship-troopers
"[Action, Strategy, Real-Time, Shooter, First-Person, Sci-Fi, Tactics, Sci-Fi]",starship-troopers-terran-ascendancy
"[Strategy, Real-Time, Sci-Fi, General]",starships-unlimited-divided-galaxies
"[Driving, Racing, Arcade, Mission-based, GT / Street, Automobile]",starsky-hutch
"[Strategy, General, General, Management, Government]",startopia
"[Strategy, Real-Time, Sci-Fi, MOBA, MOBA]",starvoid
"[General, Miscellaneous, General]",stasis
"[Action Adventure, Horror, Horror, Survival]",state-of-decay
"[Action Adventure, Horror, Survival]",state-of-decay-lifeline
"[Action, Beat-'Em-Up, Beat-'Em-Up, 2D, 3D]",state-of-emergency
"[Action, Platformer, Platformer, 2D, 2D]",stealth-bastard-deluxe
"[Action, Platformer, 2D]",stealth-inc-2-a-game-of-clones
"[Action, Platformer, Platformer, 2D, 2D]",steamworld-dig
"[Strategy, Turn-Based, General]",steamworld-heist
"[Simulation, Tank, Vehicle, Combat]",steel-armor-blaze-of-war
"[Simulation, Tank, Tank, Vehicle, Combat]",steel-beasts
"[Strategy, Real-Time, General]",steel-division-normandy-44
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",steel-soldiers
"[Action, Shooter, Shooter, Scrolling, Scrolling, Shoot-'Em-Up, Vertical]",steel-storm-burning-retribution
"[Sports, Individual, Ski / Snowboard]",steep
"[First-Person, Modern, Adventure, General, Visual Novel]",steinsgate
"[Strategy, Real-Time, General, MOBA]",stellar-impact
"[Strategy, Real-Time, General]",stellaris
"[Strategy, Real-Time, General]",stellaris---utopia
[Puzzle],stephens-sausage-roll
"[Action, Rhythm, Music]",stereo-aereo
"[Action, Platformer, 3D]",stick-it-to-the-man!
"[Adventure, Third-Person, Point-and-Click, Modern, Modern]",still-life
"[Adventure, General, General]",still-life-2
"[Action Adventure, Modern, General, Modern]",stolen
"[Adventure, Text]",stories-untold
"[Role-Playing, Action RPG]",stories-the-path-of-destinies
"[Miscellaneous, General, General]",storm
"[Strategy, Turn-Based, Modern, General]",storm-frontline-nation
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",stormrise
"[Action, Shooter, First-Person, Arcade]",strafe
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",strange-adventures-in-infinite-space
"[Strategy, Real-Time, Fantasy, General, Fantasy]",stranger
"[Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade]",stranglehold
"[Strategy, Wargame, Turn-Based]",strategic-command-2-blitzkrieg
"[Strategy, Wargame, Turn-Based]",strategic-command-european-theater
"[Action, Fighting, Fighting, 3D, 2D, 3D]",street-fighter-iv
"[Action, Fighting, 2D]",street-fighter-v
"[Action, Platformer, Platformer, 2D, 2D]",street-fighter-x-mega-man
"[Action, Fighting, Fighting, 3D, 2D, 3D]",street-fighter-x-tekken
"[Action Adventure, Fantasy, General, Fantasy]",strider
"[Simulation, Flight, Old Jet, Combat]",strike-fighters-project-1
"[Action, General, General]",strike-suit-infinity
"[Action, Simulation, Flight, Flight, Combat]",strike-suit-zero
"[General, Action, General, Shooter, First-Person, Arcade]",strike-vector
"[Miscellaneous, Adventure, General, Compilation]",strong-bads-cool-game-for-attractive-people-episode-1-homestar-ruiner
"[Miscellaneous, Adventure, General, Compilation]",strong-bads-cool-game-for-attractive-people-episode-2-strong-badia-the-free
"[Miscellaneous, Adventure, General, Compilation]",strong-bads-cool-game-for-attractive-people-episode-3-baddest-of-the-bands
"[Miscellaneous, Adventure, General, Compilation]",strong-bads-cool-game-for-attractive-people-episode-4-dangeresque-3-the-criminal-projective
"[Miscellaneous, Adventure, General, Compilation]",strong-bads-cool-game-for-attractive-people-episode-5-8-bit-is-enough
"[Strategy, Real-Time, Historic, General, Historic]",stronghold
"[Strategy, Real-Time, Historic, General, Historic]",stronghold-2
"[Strategy, Real-Time, Historic, General, Historic]",stronghold-3
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy]",stronghold-kingdoms
"[Strategy, Real-Time, Fantasy, General, Fantasy]",stronghold-legends
"[Strategy, Real-Time, Historic, General, Historic]",stronghold-crusader
"[Strategy, Miscellaneous, Real-Time, Compilation, Historic]",stronghold-crusader-extreme
"[Historic, Strategy, Real-Time, General, Historic]",stronghold-crusader-ii
"[Action Adventure, Sci-Fi, Sci-Fi, General]",stubbs-the-zombie-in-rebel-without-a-pulse
"[Adventure, General, General]",stupid-invaders
"[Action Adventure, Sci-Fi, General]",styx-master-of-shadows
"[Action Adventure, General]",styx-shards-of-darkness
"[Simulation, Submarine, Submarine, Marine, Combat]",sub-command
"[Adventure, General]",subject-13
"[Simulation, Space, Combat]",sublevel-zero
"[Strategy, Real-Time, General, General]",submarine-titans
"[Fantasy, Action Adventure, General]",submerged
"[Strategy, General, General]",sudden-strike
"[Strategy, Real-Time, Historic, General, Historic]",sudden-strike-3-arms-for-victory
"[Strategy, General, General]",sudden-strike-forever
"[Strategy, Real-Time, Historic, General, Historic]",sudden-strike-ii
"[Role-Playing, Action RPG, Action RPG]",summoner
"[Strategy, Real-Time, Sci-Fi, Sci-Fi]",sunage
"[Action Adventure, General]",sundered
"[Sci-Fi, Action Adventure, General]",sunless-sea
"[Action Adventure, General]",sunless-sea---zubmariner
"[Modern, Adventure, 3D, First-Person]",sunset
"[Action Adventure, General]",super-cloudbuilt
"[Fighting, 2D, Action, Fighting, 2D]",super-comboman
"[Action, Miscellaneous, Rhythm, Party / Minigame, Music]",super-duper-party-pooper
"[Action, Shooter, Scrolling, Shoot-'Em-Up, Vertical]",super-galaxy-squadron
"[Action, Shooter, Shoot-'Em-Up, Vertical]",super-galaxy-squadron-ex
"[Action, General, General, Arcade]",super-hexagon
"[Action, Platformer, Platformer, 2D, 2D]",super-house-of-dead-ninjas
"[Action, Platformer, Platformer, 2D, 2D]",super-meat-boy
"[Action, Strategy, Shooter, Real-Time, Third-Person, MOBA, MOBA, Modern]",super-monday-night-combat
"[Action, Platformer, 2D]",super-rad-raygun
"[Action, Platformer, 2D]",super-rude-bear-resurrection
"[Miscellaneous, Puzzle, Action, Puzzle, Action]",super-splatters
"[Action, Fighting, Fighting, 3D, 2D, 3D]",super-street-fighter-iv-arcade-edition
"[Action, Platformer, Shooter, 2D, Scrolling, Shoot-'Em-Up, Vertical]",super-time-force-ultra
"[Driving, Racing, Simulation, Motorcycle, Automobile, Street, Street]",superbike-2001
"[Adventure, General, General]",superbrothers-sword-sworcery-ep
"[Driving, Racing, Simulation, Arcade, GT / Street, Automobile]",supercar-street-challenge
"[Action, Platformer, Platformer, 2D, 2D]",superfrog-hd
"[Modern, Action, Shooter, First-Person, Tactical]",superhot
"[Action, Shooter, First-Person, Tactical]",superhot-vr
"[Strategy, Turn-Based, Wargame, Turn-Based, General]",superpower
"[Strategy, Real-Time, Modern, General, Modern]",superpower-2
"[Strategy, Turn-Based, Sci-Fi]",supremacy-four-paths-to-power
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command]",supreme-commander
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command]",supreme-commander-2
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command]",supreme-commander-forged-alliance
"[Adventure, General]",supreme-league-of-patriots
"[Strategy, Turn-Based, Wargame, Turn-Based, General]",supreme-ruler-2010
"[Strategy, Turn-Based, Wargame, Turn-Based, General]",supreme-ruler-2020
"[Strategy, Turn-Based, Wargame, Turn-Based, General]",supreme-ruler-cold-war
"[Sports, Alternative, Individual, Surfing, Surfing, Surf / Wakeboard]",surfs-up
"[Simulation, General, General, Virtual, Career]",surgeon-simulator-2013
"[Adventure, General, General]",survivor-2001
"[Driving, Racing, Simulation, Motorcycle, Automobile, Street, Street]",suzuki-alstare-extreme-racing
"[Action Adventure, Historic, General, Historic]",swashbucklers-blue-vs-grey
"[Action, Shooter, Shooter, First-Person, Tactical, Modern]",swat-3-elite-edition
"[Action, Shooter, Shooter, First-Person, Modern, Arcade]",swat-4
"[Action, Shooter, Shooter, First-Person, Modern, Arcade]",swat-4-the-stetchkov-syndicate
"[Role-Playing, General, Western-Style]",sword-coast-legends
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Historic, Historic]",sword-of-the-new-world-granado-espada
"[Strategy, Turn-Based, General, Sci-Fi, Sci-Fi]",sword-of-the-stars
"[Strategy, Turn-Based, General, Sci-Fi, Sci-Fi]",sword-of-the-stars-ii-lords-of-winter
"[Strategy, Turn-Based, Sci-Fi]",sword-of-the-stars-ii-lords-of-winter-enhanced-edition
"[Strategy, Turn-Based, General, Sci-Fi, Sci-Fi]",sword-of-the-stars-born-of-blood
"[Role-Playing, Action RPG, Action RPG, Roguelike]",sword-of-the-stars-the-pit
"[Role-Playing, Action RPG, Action RPG, Roguelike]",sword-of-the-stars-the-pit---mind-games
"[Role-Playing, First-Person, Western-Style]",swords-and-sorcery---underworld---definitive-edition
"[Adventure, 3D, Fantasy, Third-Person, Fantasy]",syberia
"[Modern, Adventure, 3D, Third-Person]",syberia-3
"[Adventure, 3D, Fantasy, Third-Person, Fantasy]",syberia-ii
"[Action, General, General, Shooter, Shoot-'Em-Up, Top-Down]",syder-arcade
"[Sports, Olympic Sports, Olympic Sports, Individual, Athletics]",sydney-2000
"[Adventure, 3D, First-Person]",sylvio
"[Action, General, General]",sym
"[Miscellaneous, General, General]",symphony
"[Action, General, General, Shooter, First-Person, Arcade]",syndicate-2012
"[Action, Action Adventure, General, Survival]",syndrome
"[Action Adventure, Sci-Fi, Sci-Fi, Survival]",system-shock-2
"[Action Adventure, General]",system-shock-enhanced-edition
"[Action, General, General, Shooter, Third-Person, Sci-Fi, Arcade]",ripd-the-game
"[Strategy, Real-Time, Historic, General, Historic]",ruse
"[Driving, Racing, Simulation, GT / Street, GT / Street, Automobile]",race-07-official-wtcc-game
"[Driving, Racing, Simulation, GT / Street, Automobile]",race-injection
"[Driving, Racing, Arcade, Arcade, Automobile]",race-on
"[Action, Racing, General, General, Arcade, Futuristic]",race-the-sun
"[Driving, Racing, Simulation, GT / Street, GT / Street, Automobile]",race-the-wtcc-game
"[Action, Platformer, 2D]",rad-rodgers-world-one
"[Action, Fighting, Fighting, 2D, 2D]",rag-doll-kung-fu
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",rage
"[Strategy, Wargame, Real-Time]",raging-tiger-the-second-korean-war
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",ragnarok-online
"[Role-Playing, Massively Multiplayer Online, Fantasy, Fantasy]",raiderz
"[Simulation, Train, Train]",rail-simulator
"[Strategy, City Building, Management, Historic, Historic, Business / Tycoon]",railroad-pioneer
"[Strategy, Tycoon, Management, Tycoon, Business / Tycoon]",railroad-tycoon-3
"[Strategy, Tycoon, Management, Tycoon, Business / Tycoon]",railroad-tycoon-ii
"[Strategy, Real-Time, General, General]",rails-across-america
"[Simulation, Train, Vehicle, Train]",railworks-3-train-simulator-2012
"[Action, General, General]",rain-blood-chronicles-mirage
"[Action, Platformer, 2D]",rain-world
"[Adventure, General, General]",rakuen
"[Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile]",rallisport-challenge
"[Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile]",rally-trophy
"[Action, General]",rambo-the-video-game
"[Action, Beat-'Em-Up, 2D]",rampage-knights
"[Adventure, General, Point-and-Click]",randals-monday
"[Action, Platformer, 2D]",randall
"[Action, Shooter, Shooter, First-Person, Modern, Modern]",ravaged
"[Action, Shooter, General, First-Person, Modern]",raven-squad-operation-hidden-dagger
"[Historic, Historic, Strategy, Real-Time, General]",ravens-cry
"[Role-Playing, General, Strategy, Turn-Based, Tactics]",ravenmark-scourge-of-estellion
"[Role-Playing, General]",ray-gigant
"[Action, Platformer, Platformer, 3D, 3D]",rayman-3-hoodlum-havoc
"[Driving, Racing, Arcade, On-foot, Other, On-foot]",rayman-arena
"[Action, Platformer, Platformer, 2D, 2D]",rayman-legends
"[Action, Platformer, Platformer, 2D, 2D]",rayman-origins
"[Action, Platformer, Platformer, 3D, 3D]",rayman-raving-rabbids
"[Action, Shooter, Shooter, Scrolling, Shoot-'Em-Up, Vertical]",razor-2-hidden-skies
"[Driving, Racing, Arcade, Arcade, Automobile]",rc-cars
"[General, Adventure, Point-and-Click]",read-only-memories
"[Adventure, First-Person, Fantasy]",real-myst
"[Sports, Miscellaneous, Parlor, Individual, Billiards, Billiards]",real-pool-2
"[Strategy, Real-Time, General, General]",real-war
"[Strategy, Real-Time, Military, Military]",real-war-rogue-states
"[Action, Shooter, Shooter, Scrolling, Scrolling, Shoot-'Em-Up, Top-Down]",realm-of-the-mad-god
"[Action Adventure, Fantasy, General, Fantasy]",realms-of-ancient-war
"[Role-Playing, First-Person, First-Person, Western-Style]",realms-of-arkania-blade-of-destiny-revised
"[Strategy, Real-Time, General]",realpolitiks
"[Action, Action Adventure, General, Open-World]",rebel-galaxy
"[Strategy, Real-Time, Modern, Modern]",rebels-prison-escape
"[City Building, Modern, Strategy, Management, Government]",rebuild-3-gangs-of-deadsville
"[Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life]",recettear-an-item-shops-tale
"[Action Adventure, General]",recore
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",red-faction
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",red-faction-ii
"[Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade]",red-faction-armageddon
"[Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade]",red-faction-guerrilla
"[Action, General]",red-game-without-a-great-name
"[Adventure, General, Action, Platformer, 2D]",red-goddess-inner-world
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",red-orchestra-2-heroes-of-stalingrad
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",red-orchestra-ostfront-41-45
"[Action Adventure, Linear]",redeemer
"[Action, Shooter, Shoot-'Em-Up, Top-Down]",redie
"[Simulation, Flight, Modern Jet, Modern Jet, Combat]",redline-xtreme-air-racing-2
"[General, Racing, Arcade, Futuristic]",redout
"[Simulation, General, General]",redshirt
"[Shooter, Scrolling, Action, Shooter, Scrolling, Shoot-'Em-Up, Vertical]",redux-dark-matters
"[Role-Playing, Japanese-Style]",regalia-of-men-and-monarchs
"[Strategy, Real-Time, Historic, General]",reign-conflict-of-nations
"[Simulation, General]",reigns
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",rekoil
"[Action Adventure, Sci-Fi, Sci-Fi, General]",remember-me
"[Adventure, 3D, First-Person]",rememoried
"[Strategy, General]",remote-assault
"[Action, General, General, Shooter, Shoot-'Em-Up, Top-Down]",renegade-ops
"[Strategy, Real-Time, Tactics]",renowned-explorers-international-society
"[Strategy, Real-Time, Modern, General, Modern]",republic-the-revolution
"[Action Adventure, Linear]",republique-episode-1---exordium
"[Action Adventure, Linear]",republique-episode-4---gods-acre
"[Action Adventure, Linear]",republique-episode-5---terminus
"[Action Adventure, Modern, General, Modern]",reservoir-dogs
"[Action, General]",reservoir-dogs-bloody-days
"[Action Adventure, Survival]",resident-evil-0-hd-remaster
"[Action Adventure, Horror, Horror, Survival]",resident-evil-3-nemesis
"[Action Adventure, Horror, Horror, Survival]",resident-evil-4
"[Action Adventure, Horror, Survival]",resident-evil-4-ultimate-hd-edition
"[Action Adventure, Horror, Horror, Survival]",resident-evil-5
"[Action Adventure, Horror, Horror, Survival]",resident-evil-6
"[Action Adventure, Survival]",resident-evil-7-biohazard
"[Action Adventure, Horror, Survival]",resident-evil-hd-remaster
"[Action, Action Adventure, Horror, Horror, Shooter, Third-Person, Arcade]",resident-evil-operation-raccoon-city
"[Action Adventure, Horror, Horror, Survival]",resident-evil-revelations
"[Horror, Action Adventure, Survival]",resident-evil-revelations-2
"[Action Adventure, Survival]",resident-evil-revelations-2---episode-1-penal-colony
"[Action Adventure, Survival]",resident-evil-revelations-2---episode-2-contemplation
"[Action Adventure, Survival]",resident-evil-revelations-2---episode-3-judgment
"[Action Adventure, Survival]",resident-evil-revelations-2---episode-4-metamorphosis
"[Adventure, General, Point-and-Click]",resonance
"[Strategy, Tycoon, Management, Tycoon, Business / Tycoon]",restaurant-empire-ii
"[Role-Playing, Action RPG, Action RPG]",restricted-area
"[Action Adventure, Adventure, 3D, Open-World, Modern, Third-Person, Modern]",retro-city-rampage
"[Action, Miscellaneous, General, General, Shooter, First-Person, Arcade]",retrovirus
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",return-to-castle-wolfenstein
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",return-to-castle-wolfenstein-enemy-territory
"[Adventure, First-Person, Point-and-Click, Modern, Modern]",return-to-mysterious-island
"[Strategy, General, General]",reus
"[Strategy, Real-Time, Fantasy, General, Fantasy]",revenge-of-the-titans
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",revolution
"[Role-Playing, Roguelike]",rezrog
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi]",rf-online
"[Adventure, 3D, First-Person, Fantasy, Fantasy]",rhem
"[Adventure, 3D, First-Person, Fantasy, Fantasy]",rhem-2
"[Adventure, 3D, First-Person, Fantasy]",rhem-3-the-secret-library
"[Adventure, 3D, First-Person, Modern, Modern]",rhiannon-curse-of-the-four-branches
"[Action, Miscellaneous, Rhythm, Music Maker, Music]",rhythm-zone
"[General, Adventure, General]",richard-alice
"[Simulation, General]",rick-and-morty-simulator-virtual-rick-ality
"[Adventure, 3D, First-Person, Fantasy]",riddle-of-the-sphinx-2-the-omega-stone
"[Adventure, General, General]",riddle-of-the-sphinx-an-egyptian-adventure
"[Driving, Racing, Simulation, General, Automobile]",ride
"[Racing, Simulation, Automobile]",ride-2
"[Driving, Modern, Racing, Motorcycle, Motocross, Modern, Action Adventure, General]",ride-to-hell-retribution
"[Driving, Racing, Arcade, Arcade, Automobile]",ridge-racer-unbounded
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",rift
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",rift-storm-legion
"[Driving, Racing, Simulation, Truck, Automobile]",rignroll
"[Strategy, General, General]",rigonauts
"[Action, General]",rime
"[Adventure, 3D, First-Person, Fantasy]",ring-ii-twilight-of-gods
"[Action, General, Shooter, Shoot-'Em-Up, Top-Down]",ring-runner-flight-of-the-sages
"[Strategy, Real-Time, Historic, General]",rise-fall-civilizations-at-war
"[Action, Platformer, 2D]",rise-shine
"[Simulation, Flight, WWI, WWI, Combat]",rise-of-flight-the-first-great-air-war
"[Role-Playing, Strategy, Real-Time, Massively Multiplayer Online, Fantasy, MOBA, MOBA]",rise-of-immortals-battle-for-graxia
"[Action, General]",rise-of-incarnates
"[Strategy, Real-Time, Historic, General, Historic]",rise-of-nations
"[Strategy, Real-Time, Fantasy, General, Fantasy]",rise-of-nations-rise-of-legends
"[Strategy, Real-Time, Historic, General, Historic]",rise-of-nations-thrones-patriots
"[Strategy, Turn-Based, Historic, General]",rise-of-prussia
"[Role-Playing, Action RPG, Action RPG]",rise-of-the-argonauts
"[Action Adventure, General, Linear]",rise-of-the-tomb-raider
"[Action Adventure, Linear]",rise-of-the-tomb-raider-cold-darkness-awakened
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",rise-of-the-triad
"[Strategy, General, General]",rise-of-venice
"[Role-Playing, General, General]",risen
"[General, Role-Playing, General]",risen-2-dark-waters
"[Role-Playing, General, Action RPG]",risen-3-titan-lords
"[Action, Shooter, Shooter, First-Person, Historic, Arcade]",rising-storm
"[Action, Shooter, First-Person, Tactical]",rising-storm-2-vietnam
"[General, General, Action, Platformer, 2D]",risk-of-rain
