genre,url
"[Adventure, General, General]",chronicles-of-mystery-the-scorpio-ritual
"[Miscellaneous, Puzzle, Puzzle, General, General]",chronicles-of-mystery-the-tree-of-life
"[Action, Platformer, 2D]",chronology
"[Action Adventure, General]",chronos
"[Miscellaneous, Puzzle, General, Puzzle, General]",chucks-challenge-3d
"[Adventure, General]",cibele
"[Action, Platformer, 2D]",circa-infinity
"[Adventure, General, General, Point-and-Click]",circle-of-blood
"[Puzzle, Logic]",circles
"[Strategy, Real-Time, Historic, General, Command]",citadels
"[Simulation, General, General]",cities-in-motion
"[Simulation, General, General]",cities-in-motion-2
"[Strategy, Management, Government]",cities-skylines-snowfall
"[Strategy, City Building, Management, Modern, Modern, Government]",cities-xl
"[Strategy, City Building, Management, Modern, Modern, Government]",cities-xl-2011
"[Strategy, City Building, Management, Modern, Modern, Government]",cities-xl-2012
"[Strategy, City Building, Management, Modern, Government]",cities-xxl
"[City Building, Modern, Strategy, Management, Government]",cities-skylines
"[Strategy, Management, Government]",cities-skylines---after-dark
"[Strategy, Management, Government]",cities-skylines---mass-transit
"[Strategy, Management, Government]",cities-skylines---natural-disaster
"[Role-Playing, General, General, Japanese-Style]",citizens-of-earth
"[Strategy, Breeding/Constructing, Management, Breeding/Constructing, Government]",city-life
"[Strategy, City Building, Management, Modern, Modern, Government]",city-life-2008-edition
"[Strategy, Breeding/Constructing, Management, Breeding/Constructing, Business / Tycoon]",city-life-world-edition
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Modern, Modern]",city-of-heroes
"[Role-Playing, Massively Multiplayer Online, Modern, Modern]",city-of-villains
"[Strategy, Management, Business / Tycoon]",cityconomy
"[Strategy, City Building, Management, Historic, Historic, Government]",civcity-rome
"[Strategy, Turn-Based, Historic, General, Historic, 4X]",civilization-ii
"[Strategy, Turn-Based, Historic, Historic, 4X]",civilization-iii-conquests
"[Strategy, Turn-Based, Historic, Historic, 4X]",civilization-iii-play-the-world
"[Action, General, General]",clan-of-champions
"[Modern, Action Adventure, General]",clandestine
"[General, Adventure, Visual Novel]",clannad
"[Strategy, City Building, Management, Historic, Government]",cleopatra-queen-of-the-nile
"[Adventure, First-Person, Fantasy, Fantasy]",cleopatra-riddle-of-the-tomb
"[Action Adventure, Horror, Horror, Survival]",clive-barkers-jericho
"[Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade]",clive-barkers-undying
"[Strategy, Real-Time, Fantasy, Fantasy]",clockwork-empires
"[Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern]",close-combat-first-to-fight
"[Strategy, Turn-Based, Real-Time, Historic, Tactics]",close-combat-invasion-normandy
"[Action, Platformer, Platformer, 2D, 2D]",closure
"[Role-Playing, Adventure, General, Massively Multiplayer]",cloud-chamber
"[Action, Platformer, Platformer, 2D, 2D]",cloudberry-kingdom
"[Action, General]",cloudbuilt
"[Action, General, General]",clusterball
"[Action, Platformer, 3D]",clustertruck
"[Driving, Racing, General, Arcade, Demolition Derby, Automobile]",clutch
"[Adventure, 3D, First-Person]",coast-guard
"[Action, Platformer, Platformer, 2D, 2D]",cobalt
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",code-of-honor-2-conspiracy-island
"[Role-Playing, Action RPG]",code-of-princess
"[Strategy, Real-Time, Military, General, Military]",codename-panzers-cold-war
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",codename-outbreak
"[Strategy, Real-Time, Historic, General, Historic]",codename-panzers-phase-one
"[Strategy, Real-Time, Historic, Historic]",codename-panzers-phase-two
"[Strategy, Tycoon, Tycoon]",coffee-tycoon
"[Adventure, General, General, Point-and-Click]",cognition-an-erica-reed-thriller-episode-1---the-hangman
"[Adventure, General, General, Point-and-Click]",cognition-an-erica-reed-thriller-episode-2---the-wise-monkey
"[Adventure, General, General, Point-and-Click]",cognition-an-erica-reed-thriller-episode-3---the-oracle
"[Adventure, General, General, Point-and-Click]",cognition-an-erica-reed-thriller-episode-4---the-cain-killer
"[Miscellaneous, Puzzle, Puzzle, General, Puzzle, General]",cogs
"[Action Adventure, Horror, Horror, Survival]",cold-fear
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",cold-war
"[Strategy, Real-Time, Historic, General, Historic]",cold-war-conflicts
"[Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade]",cold-zero-no-mercy
"[Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile]",colin-mcrae-rally-04
"[Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile]",colin-mcrae-rally-20
"[Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile]",colin-mcrae-rally-2005
"[Strategy, Breeding/Constructing]",coliseum
"[Miscellaneous, Puzzle, General]",colour-bind
"[Simulation, Flight, Helicopter, Helicopter, Civilian]",comanche-4
"[Action, Simulation, General, General, Vehicle, Combat]",combat
"[Action, Shooter, Shooter, First-Person, Modern, Arcade]",combat-arms
"[Strategy, Turn-Based, Historic, General]",combat-command-2-danger-forward!
"[Strategy, General, General]",combat-command-2-desert-rats
"[Simulation, Flight, WWII, WWII, Combat]",combat-flight-simulator-2-wwii-pacific-theater
"[Simulation, Flight, WWII, WWII, Combat]",combat-flight-simulator-3-battle-for-europe
"[Action Adventure, Modern, General, Modern]",combat-medic-special-operations
"[Strategy, Real-Time, Wargame, Real-Time, General]",combat-mission-3-afrika-korps
"[Strategy, Wargame, Real-Time]",combat-mission-anthology
"[Strategy, Real-Time, Wargame, Real-Time, General]",combat-mission-barbarossa-to-berlin
"[Wargame, Turn-Based, Strategy, Turn-Based, General]",combat-mission-battle-for-normandy
"[Strategy, Turn-Based, Wargame, Turn-Based, General]",combat-mission-shock-force
"[Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern]",combat-task-force-121
"[Sci-Fi, Strategy, Real-Time, Sci-Fi, General, Command]",command-conquer
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",command-conquer-3-kanes-wrath
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",command-conquer-3-tiberium-wars
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",command-conquer-4-tiberian-twilight
"[Strategy, Real-Time, Modern, General, Modern]",command-conquer-generals
"[Strategy, Real-Time, Modern, General, Modern]",command-conquer-generals---zero-hour
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, Command]",command-conquer-red-alert
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, Command]",command-conquer-red-alert-2
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, Command]",command-conquer-red-alert-2---yuris-revenge
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",command-conquer-red-alert-3
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",command-conquer-red-alert-3---uprising
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",command-conquer-renegade
"[Miscellaneous, Compilation, Compilation]",command-conquer-the-first-decade
"[Strategy, Real-Time, General, General, Command]",commander-conquest-of-the-americas
"[Strategy, Real-Time, Military, General, Military]",commandos-2-men-of-courage
"[Strategy, Real-Time, Military, General, Military]",commandos-3-destination-berlin
"[Action, Shooter, Shooter, First-Person, Tactical, Historic, Historic]",commandos-strike-force
"[Strategy, Real-Time, Historic, General, Historic]",company-of-heroes
"[Strategy, Real-Time, Historic, General, Historic]",company-of-heroes-2
"[Strategy, Real-Time, General, Historic]",company-of-heroes-2-ardennes-assault
"[Strategy, Real-Time, General]",company-of-heroes-2-the-british-forces
"[Strategy, Real-Time, General, Historic]",company-of-heroes-2-the-western-front-armies
"[Strategy, Real-Time, Military, General, Military]",company-of-heroes-opposing-fronts
"[Strategy, Real-Time, Military, General, Military]",company-of-heroes-tales-of-valor
"[Adventure, 3D, First-Person]",conarium
"[Strategy, Management, Government]",concrete-jungle
"[General, Action, Platformer, 2D]",concursion
"[Action Adventure, Horror, Horror, Survival]",condemned-criminal-origins
"[Strategy, Real-Time, Sci-Fi, General]",conflicks---revolutionary-space-battles
"[Strategy, Real-Time, Military, General, Military]",conflict-zone
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",conflict-denied-ops
"[Action, Shooter, Shooter, Third-Person, Tactical, Modern, Modern]",conflict-desert-storm
"[Action, Shooter, Shooter, Third-Person, Tactical, Modern, Modern]",conflict-desert-storm-ii---back-to-baghdad
"[Action, Shooter, Shooter, Third-Person, Tactical, Modern, Modern]",conflict-global-terror
"[Action, Shooter, Shooter, Third-Person, Historic, Historic, Arcade]",conflict-vietnam
"[Strategy, Real-Time, Fantasy, General]",confrontation
"[Strategy, General, General]",conquest-frontier-wars
"[First-Person, Adventure, Sci-Fi]",consortium
"[Adventure, First-Person, Sci-Fi, Sci-Fi]",conspiracies
"[Action, Miscellaneous, General, Platformer, Puzzle, General, 2D]",constant-c
"[Simulation, General, Vehicle, Civilian]",construction-simulator-2015
"[General, Action, General]",contagion
"[Action, General]",continue9876543210
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",contract-jack
"[Adventure, General]",contradiction---spot-the-liar!
"[Miscellaneous, Puzzle, Action, Puzzle, Action]",contrast
"[Role-Playing, General]",convoy
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",cops-2170-the-power-of-law
"[Action Adventure, Fantasy, General]",cornerstone-the-song-of-tyrim
"[First-Person, Adventure, 3D]",corpse-of-discovery
"[Action Adventure, Survival]",corpse-party
"[Action, Platformer, Platformer, 2D, 2D]",cortex-command
"[Console-style RPG, Console-style RPG, Role-Playing, Japanese-Style]",cosmic-star-heroine
"[General, Strategy, Real-Time, Command]",cossacks-3
"[Strategy, Real-Time, Historic, Historic, Command]",cossacks-ii-battle-for-europe
"[Strategy, Real-Time, Historic, Historic, Command]",cossacks-ii-napoleonic-wars
"[Strategy, Real-Time, Historic, Historic, Command]",cossacks-back-to-war
"[Strategy, Real-Time, General, General, Command]",cossacks-european-wars
"[Strategy, Real-Time, Historic, Historic, Command]",cossacks-the-art-of-war
"[Role-Playing, Action RPG, Japanese-Style]",costume-quest-2
"[Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern]",counter-strike
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",counter-strike-condition-zero
"[Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern]",counter-strike-global-offensive
"[Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern]",counter-strike-source
"[First-Person, Adventure, Fantasy, 3D]",cradle
"[Driving, Racing, Arcade, Arcade, Automobile]",crashday
"[Simulation, Driving, Car Combat, Vehicle, Combat]",crasher
"[Role-Playing, Action RPG]",crashlands
"[Miscellaneous, Puzzle, Puzzle, General, Puzzle, General]",crayon-physics-deluxe
"[Miscellaneous, Puzzle, Puzzle, Puzzle, Logic, General]",crazy-machines-2
"[Puzzle, Action]",crazy-machines-3
"[Miscellaneous, Puzzle, Puzzle, General, Puzzle, General]",create
"[Action, Platformer, Platformer, 2D, 2D]",creavures
"[Action, Platformer, 2D]",creepy-castle
"[Driving, Mission-based, Mission-based]",crime-cities
"[Adventure, 3D, Modern, Third-Person, Modern]",crime-stories-from-the-files-of-martin-mystere
"[Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade]",crimecraft
"[Action, Shooter, Shooter, First-Person, Modern, Arcade]",crimecraft-bleedout
"[Simulation, Flight, Sci-Fi, Futuristic Jet, Futuristic Jet, Combat]",crimson-skies
"[Action, Shooter, Scrolling, Shoot-'Em-Up, Top-Down, Vertical]",crimsonland
"[Action, Shooter, Shoot-'Em-Up, Vertical]",crimzon-clover-world-ignition
"[Miscellaneous, Puzzle, Puzzle, Matching, Matching]",critical-mass
"[Action Adventure, Fantasy, General, Fantasy]",croixleur
"[Action, General, Beat-'Em-Up, 3D]",croixleur-sigma
"[Strategy, Turn-Based, General, Historic]",crookz-the-big-heist
"[Action Adventure, Fantasy, General]",cross-of-the-dutchman
"[Driving, Racing, Rally / Offroad, Rally / Offroad]",cross-racing-championship-2005
"[Strategy, Turn-Based, Historic]",crown-of-glory-europe-in-the-age-of-napoleon
"[Role-Playing, General, Roguelike]",crowntakers
"[Strategy, Real-Time, Historic, General, Historic]",crusader-kings
"[Strategy, Real-Time, Historic, General, Historic]",crusader-kings-ii
"[Strategy, Real-Time, General, Historic]",crusader-kings-ii-charlemagne
"[Strategy, Real-Time, General, Historic]",crusader-kings-ii-rajas-of-india
"[Historic, Strategy, Real-Time, General, Historic]",crusader-kings-ii-sons-of-abraham
"[Strategy, Real-Time, Historic, General, Historic]",crusader-kings-ii-the-old-gods
"[Strategy, Real-Time, Historic, General, Historic]",crusader-kings-ii-the-republic
"[Strategy, Real-Time, Tactics]",crush-your-enemies
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",cryostasis-the-sleep-of-reason
"[Action, Role-Playing, General, Action RPG]",crypt-of-the-necrodancer
"[Action, Shooter, Shoot-'Em-Up, Top-Down]",cryptark
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",crysis
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",crysis-2
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",crysis-3
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",crysis-warhead
"[Adventure, General, General]",crystal-key-2-the-far-realm
"[Adventure, 3D, First-Person, Modern, Modern]",csi-crime-scene-investigation
"[Adventure, 3D, First-Person, Modern, Modern]",csi-crime-scene-investigation-3-dimensions-of-murder
"[Adventure, First-Person, Point-and-Click, Modern, Modern]",csi-crime-scene-investigation-dark-motives
"[Adventure, General, General]",csi-crime-scene-investigation-fatal-conspiracy
"[Adventure, General, General, Point-and-Click]",csi-crime-scene-investigation-hard-evidence
"[Adventure, 3D, First-Person, Modern, Modern]",csi-miami
"[Adventure, 3D, First-Person, Modern, Modern]",csi-ny
"[Role-Playing, General, General, Japanese-Style]",cthulhu-saves-the-world
"[Strategy, Real-Time, General, Historic, Historic]",cuban-missile-crisis-the-aftermath
"[Strategy, General, General]",cubemen
"[Action, Strategy, General, Real-Time, General, Defense]",cubemen-2
"[Miscellaneous, Puzzle, Action, Puzzle, Action]",cubetractor
"[Adventure, 3D, Sci-Fi, Sci-Fi, Third-Person]",culpa-innata
"[Strategy, General, General]",cultures
"[Strategy, City Building, Management, Historic, Historic, Government]",cultures-2-the-gates-of-asgard
"[Action Adventure, Fantasy, General, Fantasy]",curious-george
"[Action Adventure, Fantasy, Fantasy]",curse-of-atlantis-thorgals-quest
"[Action Adventure, Horror, Horror, Survival]",curse-the-eye-of-isis
"[Simulation, Flight, WWII, WWII, Combat]",b-17-flying-fortress-the-mighty-8th
"[Simulation, Flight, WWII, WWII]",b-17-gunner-air-war-over-germany
"[Action Adventure, General]",back-in-1995
"[General, Action, General]",back-to-bed
"[Action Adventure, Adventure, Sci-Fi, Sci-Fi, 3D, Third-Person]",back-to-the-future-the-game---episode-i-its-about-time
"[Action Adventure, Adventure, Sci-Fi, Sci-Fi, 3D, Third-Person]",back-to-the-future-the-game---episode-ii-get-tannen!
"[Action Adventure, Adventure, Sci-Fi, Sci-Fi, 3D, Third-Person]",back-to-the-future-the-game---episode-iii-citizen-brown
"[Action Adventure, Adventure, Sci-Fi, Sci-Fi, 3D, Third-Person]",back-to-the-future-the-game---episode-iv-double-visions
"[Action Adventure, Adventure, Sci-Fi, Sci-Fi, 3D, Third-Person]",back-to-the-future-the-game---episode-v-outatime
"[Action, General, General]",bad-bots
"[Adventure, General]",bad-dream-coma
"[Action Adventure, Adventure, General, Horror, General]",bad-mojo
"[Action Adventure, Adventure, General, Horror, General]",bad-mojo-redux
"[Action, Action Adventure, Arcade, Linear]",badland-game-of-the-year-edition
"[Role-Playing, PC-style RPG, PC-style RPG, Western-Style]",baldurs-gate
"[PC-style RPG, Role-Playing, PC-style RPG, Western-Style]",baldurs-gate-ii-enhanced-edition
"[Role-Playing, PC-style RPG, PC-style RPG, Western-Style]",baldurs-gate-ii-shadows-of-amn
"[Role-Playing, PC-style RPG, PC-style RPG, Western-Style]",baldurs-gate-ii-throne-of-bhaal
"[Role-Playing, PC-style RPG, PC-style RPG, Western-Style]",baldurs-gate-enhanced-edition
"[Role-Playing, Western-Style]",baldurs-gate-siege-of-dragonspear
"[Driving, Racing, Arcade, Futuristic, Futuristic]",ballistics
"[Driving, Car Combat, Car Combat]",bandits-phoenix-rising
"[Simulation, Sci-Fi, Space, Small Spaceship, Small Spaceship, Combat]",bang!-gunship-elite
"[General, General, Strategy, City Building, Management, Modern, Government]",banished
"[Role-Playing, General]",baobabs-mausoleum---ep-1-ovnifagos-dont-eat-flamingos
"[Action, Platformer, 2D]",bards-gold
"[Action, General, General]",barnyard
"[Adventure, 3D, Point-and-Click, Modern, Third-Person, Modern]",barrow-hill-curse-of-the-ancient-circle
"[Sports, Traditional, Baseball, Management]",baseball-mogul-2002
"[Sports, Traditional, Baseball, Management, Management]",baseball-mogul-2003
"[Sports, Traditional, Baseball, Management, Management]",baseball-mogul-2004
"[Sports, Traditional, Baseball, Management]",baseball-mogul-2006
"[Sports, Traditional, Baseball, Management, Management]",baseball-mogul-2007
"[Sports, Traditional, Baseball, Management]",baseball-mogul-2008
"[Sports, Traditional, Baseball, Management]",baseball-mogul-2009
"[Sports, Traditional, Basketball, Management]",basketball-pro-management-2015
"[Action, Role-Playing, General, Action RPG, Action RPG]",bastion
"[Action Adventure, Fantasy, General, Fantasy]",batman-arkham-asylum
"[Action Adventure, Fantasy, Fantasy, Open-World]",batman-arkham-city
"[Action Adventure, General, Fantasy, Open-World]",batman-arkham-knight
"[Action Adventure, Fantasy, Fantasy, Open-World]",batman-arkham-origins
"[Action Adventure, Fantasy, Open-World]",batman-arkham-origins---cold-cold-heart
"[Action Adventure, General, Fantasy]",batman-arkham-origins-blackgate---deluxe-edition
"[Adventure, Point-and-Click]",batman-the-enemy-within---episode-1-the-enigma
"[Adventure, Point-and-Click]",batman-the-telltale-series
"[Adventure, Point-and-Click]",batman-the-telltale-series---episode-1-realm-of-shadows
"[Adventure, Point-and-Click]",batman-the-telltale-series---episode-2-children-of-arkham
"[Adventure, Point-and-Click]",batman-the-telltale-series---episode-3-new-world-order
"[Adventure, Point-and-Click]",batman-the-telltale-series---episode-4-guardian-of-gotham
"[Adventure, Point-and-Click]",batman-the-telltale-series---episode-5-city-of-light
"[Action Adventure, Fantasy, General, Fantasy]",batman-vengeance
"[Strategy, General]",battle-academy-2-eastern-front
"[Strategy, Turn-Based, Tactics]",battle-brothers
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",battle-engine-aquila
"[Action, Fighting, 2D]",battle-fantasia-revised-edition
"[Strategy, Turn-Based, Sci-Fi, Sci-Fi, General, Tactics]",battle-isle-the-andosia-war
"[Simulation, Flight, WWII, WWII, Combat]",battle-of-britain-ii-wings-of-victory
"[Action, Shooter, Shooter, Third-Person, Historic, Historic]",battle-of-europe
"[Strategy, Real-Time, Fantasy, General, Fantasy]",battle-realms
"[Strategy, Real-Time, Fantasy, General, Fantasy]",battle-realms-winter-of-the-wolf
"[Action Adventure, Fantasy, General, Fantasy]",battle-slots
"[Strategy, Turn-Based, Sci-Fi, Sci-Fi, General]",battle-worlds-kronos
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",battle-los-angeles
"[Action, Platformer, 2D]",battleblock-theater
"[Sci-Fi, Action, Shooter, First-Person, Arcade]",battleborn
"[Strategy, General, General]",battlecruiser-millennium
"[General, Action, Shooter, First-Person, Tactical]",battlefield-1
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",battlefield-1942
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",battlefield-1942-secret-weapons-of-wwii
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",battlefield-1942-the-road-to-rome
"[Action, Shooter, First-Person, Tactical]",battlefield-1-they-shall-not-pass
"[Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern]",battlefield-2
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",battlefield-2142
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",battlefield-2142-northern-strike
"[Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern]",battlefield-2-euro-force
"[Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern]",battlefield-2-special-forces
"[Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade]",battlefield-3
"[Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade]",battlefield-3-aftermath
"[Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade]",battlefield-3-armored-kill
"[Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade]",battlefield-3-back-to-karkand
"[Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade]",battlefield-3-close-quarters
"[Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade]",battlefield-3-end-game
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",battlefield-4
"[Action, Shooter, First-Person, Modern, Arcade]",battlefield-4-naval-strike
"[Action, Shooter, First-Person, Modern, Arcade]",battlefield-4-second-assault
"[Modern, Action, Shooter, First-Person, Tactical, Arcade]",battlefield-hardline
"[Action, General, General]",battlefield-heroes
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",battlefield-vietnam
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",battlefield-bad-company-2
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",battlefield-bad-company-2-vietnam
"[Action, Shooter, Shooter, First-Person, Modern, Arcade]",battlefield-play4free
"[Sci-Fi, Strategy, Real-Time, General]",battlefleet-gothic-armada
"[Strategy, Real-Time, Fantasy, General, Fantasy]",battleforge
"[Action, Shooter, Shooter, First-Person, Historic, Historic]",battleground-europe-world-war-ii-online
"[Strategy, Turn-Based, Historic]",battleplan-american-civil-war
"[Action, Miscellaneous, General, General, Board / Card Game]",battleship-surface-thunder
"[Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade]",battlestar-galactica
"[Strategy, Real-Time, Historic, General, Historic]",battlestations-midway
"[Strategy, Real-Time, Historic, General, Historic]",battlestations-pacific
"[Simulation, Vehicle, Combat]",battlezone-98-redux
"[Action Adventure, Linear]",bayonetta
"[Strategy, Wargame, Real-Time]",bct-commander
"[Action, Shooter, Shooter, Rail, Rail]",beach-head-2002
"[Action, Shooter, General, Rail]",beachhead-2000
"[Driving, Racing, Arcade, Futuristic, Automobile]",beam-breakers
"[Adventure, Point-and-Click]",bear-with-me-episode-1
"[Adventure, Point-and-Click]",bear-with-me-episode-two
"[Simulation, Virtual, Career]",beat-cop
"[Action, Shooter, Shooter, Static, Static, Shoot-'Em-Up, Top-Down]",beat-hazard
"[General, Action, General]",beatblasters-iii
"[General, Action, Miscellaneous, Rhythm, Music, Music]",beatbuddy-tale-of-the-guardians
"[Strategy, Tycoon, Tycoon]",beauty-factory
"[Adventure, General, Action, Shooter, First-Person, Sci-Fi, Arcade]",bedlam
"[Action, General, General]",bee-movie-game
"[Action, Miscellaneous, Rhythm, Music, Music]",before-the-echo
"[Strategy, General]",beholder
"[Sports, Olympic Sports, Olympic Sports, Individual, Athletics]",beijing-2008-the-official-video-game-of-the-olympic-games
"[Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching]",bejeweled-3
"[Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching]",bejeweled-twist
"[Adventure, Third-Person, Modern, Modern]",belief-betrayal
"[Action Adventure, Fantasy, General, Fantasy]",beowulf-the-game
"[Action, Beat-'Em-Up, 3D]",berserk-and-the-band-of-the-hawk
"[Strategy, Real-Time, Fantasy, Fantasy]",besieger
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",bet-on-soldier-blood-sport
"[Modern, Adventure, 3D, First-Person]",betrayer
"[Action Adventure, General]",between-me-and-the-night
"[General, Strategy, Real-Time, General, Defense]",beware-planet-earth!
"[Adventure, General, General]",beyond-atlantis-ii
"[Role-Playing, Action RPG, Action RPG]",beyond-divinity
"[Action Adventure, General]",beyond-eyes
"[Action Adventure, Fantasy, General, Fantasy]",beyond-good-evil
"[Action, Shooter, Third-Person, Tactical, Modern]",beyond-the-law-the-third-wave
"[Simulation, General, General]",bientot-lete
"[Strategy, Tycoon, Management, Business / Tycoon]",big-biz-tycoon
"[Driving, Racing, Simulation, Truck, Truck, Automobile]",big-mutha-truckers
"[Driving, Racing, Mission-based, Arcade, Mission-based, Automobile]",big-mutha-truckers-2
"[Strategy, Breeding/Constructing, General, Management, Breeding/Constructing, Business / Tycoon]",big-oil-build-an-oil-empire
"[Strategy, Management, Business / Tycoon]",big-pharma
"[Driving, Racing, Simulation, Truck, Truck, Automobile]",big-rigs-over-the-road-racing
"[Driving, Racing, Arcade, Arcade]",big-scale-racing
"[Action, Action Adventure, Sci-Fi, Sci-Fi, General, Shooter, Third-Person, Tactical]",binary-domain
"[Action Adventure, Adventure, Third-Person, General, Sci-Fi, Sci-Fi]",bionic-commando
"[Action, Platformer, Platformer, 2D, 2D]",bionic-commando-rearmed
"[Action, Shooter, Shooter, Third-Person, Tactical, Modern, Modern]",bionic-dues
"[Action, Platformer, Platformer, 3D, 3D]",bionicle
"[Action Adventure, Sci-Fi, Sci-Fi, General]",bionicle-heroes
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",bioshock
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",bioshock-2
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",bioshock-infinite
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",bioshock-infinite-burial-at-sea---episode-one
"[Shooter, Sci-Fi, Action, Shooter, First-Person, Sci-Fi, Arcade]",bioshock-infinite-burial-at-sea---episode-two
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",bioshock-infinite-clash-in-the-clouds
"[Action, Shooter, First-Person, Arcade]",bioshock-the-collection
"[Strategy, Turn-Based, Historic, General, Historic]",birth-of-america
"[Action, Miscellaneous, Rhythm, Music, Music]",bittrip-fate
"[Action, Miscellaneous, Rhythm, Music, Music]",bittrip-presentsrunner2-future-legend-of-rhythm-alien
"[Strategy, Real-Time, Fantasy, General, Fantasy]",black-white
"[Strategy, Real-Time, Fantasy, General, Fantasy]",black-white-2
"[Strategy, Real-Time, Fantasy, General, Fantasy]",black-white-2---battle-of-the-gods
"[Strategy, Real-Time, Fantasy, General, Fantasy]",black-white-creature-isle
"[Role-Playing, Massively Multiplayer]",black-desert-online
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",black-mesa
"[Adventure, 3D, Modern, Third-Person, Modern]",black-mirror-ii-reigning-evil
"[Adventure, 3D, Modern, Third-Person, Modern]",black-mirror-iii-final-fear
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi]",black-prophecy
"[Action, General]",black-the-fall
"[General, Role-Playing, Strategy, Turn-Based, General, Tactics]",blackguards
"[Strategy, Turn-Based, Fantasy, Tactics]",blackguards-2
"[Action, Platformer, 2D]",blackhole
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",blacklight-retribution
"[Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade]",blacklight-tango-down
"[Action, Shooter, Shoot-'Em-Up, Top-Down]",blacksea-odyssey
