genre,url
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",blacksite-area-51
"[General, Adventure, General]",blacksoul
"[Adventure, General]",blackwood-crossing
"[Massively Multiplayer Online, Fantasy, Role-Playing, Massively Multiplayer]",blade-soul
"[Role-Playing, Action RPG, Action RPG]",blade-sword
"[Action, Fighting, 2D]",blade-arcus-from-shining-battle-arena
"[Adventure, General, General]",blade-kitten
"[Role-Playing, Action Adventure, Fantasy, General, Fantasy, Action RPG]",blade-of-darkness
"[General, Action, General, Fighting, 3D]",blade-symphony
"[Action, General, General]",blades-of-time
"[Action Adventure, Horror, Horror, Survival]",blair-witch-volume-i-rustin-parr
"[Action Adventure, Horror, Horror, Survival]",blair-witch-volume-ii-the-legend-of-coffin-rock
"[Action Adventure, Horror, Survival]",blair-witch-volume-iii-the-elly-kedward-tale
"[Action, Fighting, 2D]",blazblue-chrono-phantasma-extend
"[Driving, Racing, Arcade, Automobile]",blazerush
"[Simulation, Flight, WWII, WWII, Combat]",blazing-angels-2-secret-missions-of-wwii
"[Simulation, Flight, WWII, WWII, Combat]",blazing-angels-squadrons-of-wwii
"[Action, Platformer, 2D]",bleed-2
"[Strategy, Real-Time, Historic, General, Historic, Tactics]",blitzkrieg
"[Strategy, Real-Time, Historic, Historic, Tactics]",blitzkrieg-2
"[Strategy, Real-Time, General, Historic, Tactics]",blitzkrieg-3
"[Strategy, Real-Time, Historic, General, Tactics]",blitzkrieg-ii-fall-of-the-reich
"[Strategy, Real-Time, Historic, General, Historic, Tactics]",blitzkrieg-burning-horizon
"[Strategy, Real-Time, Historic, General, Historic, Tactics]",blitzkrieg-rolling-thunder
"[Action, First-Person, Tactical, Shooter, Modern]",block-n-load
"[Strategy, Management, Business / Tycoon]",blockhood
"[Action, General, General, Platformer, 2D]",blocks-that-matter
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",blood
"[Action, General, Platformer, 2D]",blood-alloy-reborn
"[Sports, Alternative, Team, Individual, Football, Other, Other, Arcade]",blood-bowl
"[Sports, General, Team, Football, Arcade]",blood-bowl-2
"[Sports, Alternative, Team, Individual, Football, Other, Other, Arcade]",blood-bowl-legendary-edition
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",blood-ii-the-chosen
"[Action, Platformer, Platformer, 2D, 2D]",blood-of-the-werewolf
"[Action Adventure, Horror, Horror, Survival]",blood-omen-2
"[Action, Strategy, General, Real-Time, MOBA, MOBA]",bloodline-champions
"[Action, Shooter, Shooter, Third-Person, Fantasy, Fantasy, Arcade]",bloodrayne
"[Action, Shooter, Shooter, Third-Person, Fantasy, Fantasy, Arcade]",bloodrayne-2
"[Action, Strategy, Real-Time, General, MOBA]",bloodsportstv
"[Action, Shooter, Shooter, First-Person, Rail, Modern, Arcade]",bloody-good-time
"[Action Adventure, Open-World]",blossom-tales-the-sleeping-king
"[General, Rail, Action, Shooter, Light Gun]",blue-estate
"[Miscellaneous, General, General]",blueberry-garden
"[Action Adventure, General]",blues-and-bullets---episode-1-the-end-of-peace
"[Action Adventure, General]",blues-and-bullets---episode-2-shaking-the-hive
"[Driving, Racing, Arcade, Arcade, Automobile]",blur
"[Miscellaneous, Puzzle, Puzzle, Puzzle, Action, Action]",bob-came-in-pieces
"[Adventure, Visual Novel]",bohemian-killing
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",boiling-point-road-to-hell
"[First-Person, Adventure, 3D]",bokida-heartfelt-reunion
"[Role-Playing, Action RPG]",bombshell-2016
"[Adventure, 3D, Fantasy, Third-Person]",bone-out-from-boneville
"[Adventure, 3D, Fantasy, Third-Person]",bone-the-great-cow-race
"[Miscellaneous, Puzzle, Puzzle, General, Puzzle, Logic, General]",bookworm-adventures-deluxe
"[Miscellaneous, Puzzle, Puzzle, Puzzle, Logic, Logic]",bookworm-adventures-volume-2
"[Action, Platformer, 2D]",boor
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",borderlands
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",borderlands-2
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",borderlands-2-captain-scarlett-and-her-pirates-booty
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",borderlands-2-mr-torgues-campaign-of-carnage
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",borderlands-2-sir-hammerlocks-big-game-hunt
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",borderlands-2-tiny-tinas-assault-on-dragon-keep
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",borderlands-claptraps-new-robot-revolution
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",borderlands-mad-moxxis-underdome-riot
"[Action, Shooter, First-Person, Sci-Fi, Arcade]",borderlands-the-pre-sequel
"[Action, Shooter, First-Person, Arcade]",borderlands-the-pre-sequel---claptastic-voyage-and-ultimate-vault-hunter-upgrade-pack-2
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",borderlands-the-secret-armory-of-general-knoxx
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",borderlands-the-zombie-island-of-dr-ned
"[Adventure, General, Third-Person, General, Point-and-Click, Fantasy]",botanicula
"[Puzzle, General]",boulder-dash---30th-anniversary
"[Action RPG, Role-Playing, Action RPG]",bound-by-flame
"[Sports, Traditional, Team, Football, Management, Sim]",bowl-bound-college-football
"[Action, Platformer, Platformer, 2D, 2D]",braid
"[Strategy, Turn-Based, Fantasy]",bravada
"[Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern]",breach
"[Strategy, Real-Time, Tactics]",breach-clear-deadline
"[Adventure, 3D, First-Person]",breached
"[Driving, Racing, Arcade, Arcade, Automobile]",breakneck-2000
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",breed
"[Sports, Alternative, Team, Cricket, Cricket]",brian-lara-international-cricket-2007
"[Strategy, Turn-Based, Modern, General, Modern]",brigade-e5-new-jagged-union
"[Action, General]",brigador
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",brink
"[Platformer, 2D, Action, Platformer, 2D]",broforce
"[Third-Person, General, Fantasy, 3D, Adventure, Point-and-Click]",broken-age
"[General, Adventure, General, 3D, Point-and-Click, Third-Person, Fantasy]",broken-age-act-1
"[Adventure, General, 3D, Point-and-Click, Third-Person, Fantasy]",broken-age-act-2
"[General, Adventure, General]",broken-sword-5-the-serpents-curse---part-i
"[Adventure, General]",broken-sword-5-the-serpents-curse---part-ii
"[Adventure, 3D, Modern, Third-Person, Modern]",broken-sword-the-sleeping-dragon
"[Adventure, Third-Person, Point-and-Click, Modern, Modern]",broken-sword-the-smoking-mirror
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",brothers-in-arms-earned-in-blood
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",brothers-in-arms-hells-highway
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",brothers-in-arms-road-to-hill-30
"[Action Adventure, Fantasy, Fantasy, Linear]",brothers-a-tale-of-two-sons
"[Action Adventure, General]",brutl
"[Action, General, Action Adventure, Fantasy, General, Fantasy, Open-World]",brutal-legend
"[Strategy, General, General]",buccaneer-the-pursuit-of-infamy
"[Adventure, Point-and-Click]",bulb-boy
"[Action, Shooter, Shooter, First-Person, Modern, Modern]",bullet-run
"[Action, Shooter, Shoot-'Em-Up, Vertical]",bullet-soul
"[General, Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",bulletstorm
"[Action, Shooter, First-Person, Arcade]",bulletstorm-full-clip-edition
"[Action Adventure, Modern, Modern, Open-World]",bully-scholarship-edition
"[Adventure, Point-and-Click]",bunker---the-underground-game
"[Adventure, Visual Novel]",burly-men-at-sea
"[Action, Shooter, Shooter, Third-Person, Fantasy, Fantasy, Arcade]",burn-zombie-burn
"[Driving, Racing, Arcade, Arcade, Automobile]",burnout-paradise-the-ultimate-box
"[Simulation, General, General, Vehicle, Civilian]",bus-driver
"[Simulation, Vehicle, Civilian]",bus-simulator-16
"[Action, Platformer, 2D]",butcher
"[Adventure, 3D, Sci-Fi, Third-Person]",buzz-aldrins-space-program-manager
"[Action, Shooter, First-Person, Arcade]",et-armies
"[Role-Playing, First-Person, Western-Style]",eye-divine-cybermancy
"[Strategy, Turn-Based, Fantasy, General, Fantasy]",eador-masters-of-the-broken-world
"[Action, Simulation, General]",eagle-flight
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi]",earth-beyond
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command]",earth-2150
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",earth-2150-lost-souls
"[Strategy, General, General]",earth-2150-the-moon-project
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",earth-2160
"[Action, Shooter, Third-Person, Arcade]",earth-defense-force-41-the-shadow-of-new-despair
"[Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade]",earth-defense-force-insect-armageddon
"[Action Adventure, Historic, General, Historic]",east-india-company
"[Action Adventure, Historic, General]",east-india-company-privateer
"[Adventure, 3D, First-Person, Modern]",east-side-story---a-carol-reed-mystery
"[Simulation, Flight, Sci-Fi, Small Spaceship, Futuristic Jet, Combat]",echelon
"[Simulation, Flight, Sci-Fi, Futuristic Jet, Futuristic Jet, Combat]",echelon-wind-warriors
"[Sports, Futuristic, Team]",echo-arena
"[Action, General]",echo-prime
"[Adventure, 3D, Modern, Third-Person, Modern]",echo-secrets-of-the-lost-cavern
"[Role-Playing, Japanese-Style]",echoes-of-aetheria
"[Action, Platformer, Platformer, 3D, 3D]",ed-edd-n-eddy-the-mis-edventures
"[Action, Miscellaneous, Puzzle, Platformer, Puzzle, General, Puzzle, 3D, General]",edge
"[Action Adventure, General]",edge-of-nowhere
"[Adventure, General, General, Point-and-Click]",edna-harvey-harveys-new-eyes
"[Adventure, General, General]",edna-harvey-the-breakout
"[Action, Platformer, Platformer, 2D, 2D]",eets
"[First-Person, Adventure, Fantasy]",eidolon
"[Action Adventure, General]",eisenhorn-xenos
"[Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade]",el-matador
"[Action, General, General]",eldritch
"[General, Adventure, Text]",elegy-for-a-dead-world
"[Action, Platformer, Platformer, 2D, 2D]",element4l
"[Strategy, Turn-Based, Fantasy, General]",elemental-fallen-enchantress
"[Strategy, Turn-Based, Fantasy, General, Fantasy]",elemental-war-of-magic
"[Strategy, Real-Time, Military, Military]",elements-of-war
"[Action Adventure, Adventure, Sci-Fi, 3D, First-Person]",eleusis
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",elite-warriors-vietnam
"[Sci-Fi, Large Spaceship, Large Spaceship, Simulation, Space, Civilian]",elite-dangerous
"[Role-Playing, General]",else-heartbreak()
"[Strategy, Turn-Based, Fantasy, General, Fantasy]",elven-legacy
"[Strategy, Turn-Based, Fantasy, General, Fantasy]",elven-legacy-ranger
"[Role-Playing, Western-Style]",ember
"[Adventure, 3D, Fantasy, Third-Person, Fantasy]",emerald-city-confidential
"[Action, General, General]",emergency-2012
"[Action Adventure, Modern, General, Modern]",emergency-2-the-ultimate-fight-for-life
"[Strategy, Real-Time, Modern, General, Modern]",emergency-3
"[Strategy, General]",emergency-5
"[Action Adventure, Modern, Modern]",emergency-fire-response
"[Strategy, General, General]",emergency-fighters-for-life
"[Adventure, Text]",emily-is-away-too
"[Adventure, 3D, First-Person]",empathy
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",emperor-battle-for-dune
"[Strategy, City Building, Management, Historic, Historic, Government]",emperor-rise-of-the-middle-kingdom
"[Strategy, Real-Time, Historic, General, Historic]",empire-earth
"[Strategy, Real-Time, Historic, General, Historic]",empire-earth-ii
"[Strategy, Real-Time, Historic, General, Historic]",empire-earth-ii-the-art-of-supremacy
"[Strategy, Real-Time, Historic, General, Historic]",empire-earth-iii
"[Strategy, Real-Time, Historic, General, Historic]",empire-earth-the-art-of-conquest
"[Strategy, Turn-Based, Fantasy, Fantasy]",empire-of-magic
"[Strategy, General, General]",empire-of-the-ants
"[Strategy, Real-Time, Historic, General, Historic]",empire-total-war
"[Strategy, Real-Time, Historic, General, Historic]",empires-dawn-of-the-modern-world
"[Action Adventure, Fantasy, General, Fantasy]",enclave
"[Role-Playing, Massively Multiplayer Online, Fantasy, Fantasy]",endless-ages
"[Strategy, Turn-Based, General, 4X]",endless-legend
"[Strategy, Turn-Based, General, 4X]",endless-space
"[Strategy, Turn-Based, 4X]",endless-space-2
"[Strategy, Turn-Based, General, 4X]",endless-space-disharmony
"[Simulation, Flight, Helicopter, Helicopter, Civilian]",enemy-engaged-2
"[Simulation, Flight, Helicopter, Helicopter, Civilian]",enemy-engaged-rah-66-comanche-versus-ka-52-hokum
"[Shooter, Historic, Action, Shooter, First-Person, Tactical, Historic]",enemy-front
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",enemy-territory-quake-wars
"[Action, Action Adventure, General, Open-World]",enforcer-police-crime-action
"[Adventure, Visual Novel]",enigma
"[Simulation, Ship, Ship, Marine, Civilian]",enigma-rising-tide
"[Adventure, 3D, First-Person]",enki
"[Action Adventure, Modern, General, Modern]",enslaved-odyssey-to-the-west
"[Action, General]",enter-the-gungeon
"[Action, Action Adventure, Shooter, Sci-Fi, Linear, First-Person, Sci-Fi]",enter-the-matrix
"[Adventure, Point-and-Click]",epanalepsis
"[Action Adventure, General]",epistory---typing-chronicles
"[Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life]",er-2005
"[Action Adventure, Fantasy, General, Fantasy]",eragon
"[Action Adventure, Adventure, 3D, Survival, Third-Person, Modern]",escape-dead-island
"[Adventure, 3D, Fantasy, Third-Person, Fantasy]",escape-from-monkey-island
"[Role-Playing, General, General]",escape-from-paradise-city
"[Action, Miscellaneous, Puzzle, Platformer, 2D]",escape-goat-2
"[Role-Playing, PC-style RPG, PC-style RPG, Western-Style]",eschalon-book-i
"[Role-Playing, PC-style RPG, PC-style RPG, Western-Style]",eschalon-book-iii
"[Action, Platformer, Platformer, 2D, 2D]",ethan-meteor-hunter
"[General, Adventure, General, 3D, First-Person]",ether-one
"[Strategy, Real-Time, Sci-Fi, General]",etherium
"[Strategy, Turn-Based, General, General]",etherlords
"[Strategy, Turn-Based, Fantasy, Fantasy]",etherlords-ii
"[Role-Playing, Action RPG, Action RPG]",etrom-the-astral-essence
"[Adventure, 3D, First-Person]",euclidean
"[Strategy, General, General]",eufloria
"[Simulation, General, General, Vehicle, Civilian]",euro-truck-simulator-2
"[Simulation, General, Vehicle, Civilian]",euro-truck-simulator-2-go-east
"[Simulation, Vehicle, Civilian]",euro-truck-simulator-2-vive-la-france!-add-on
"[Simulation, Flight, Modern Jet, Modern Jet, Combat]",eurofighter-typhoon
"[Strategy, Real-Time, Historic, General, Historic]",europa-1400-the-guild
"[Strategy, General, General]",europa-universalis
"[Strategy, Real-Time, Historic, General, Historic]",europa-universalis-ii
"[Strategy, General, General]",europa-universalis-iii
"[Strategy, General, General]",europa-universalis-iii-divine-wind
"[Strategy, Real-Time, Historic, General, Historic]",europa-universalis-iii-heir-to-the-throne
"[Strategy, Real-Time, Historic, General, Historic]",europa-universalis-iv
"[Strategy, Real-Time, Historic, General, Historic]",europa-universalis-iv-conquest-of-paradise
"[Strategy, Real-Time, General, Historic]",europa-universalis-iv-res-publica
"[Strategy, Real-Time, General, Historic]",europa-universalis-iv-wealth-of-nations
"[Strategy, Real-Time, Historic, General, Historic]",europa-universalis-crown-of-the-north
"[Strategy, General, General]",europa-universalis-rome
"[Strategy, General, General]",europa-universalis-rome---vae-victis
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi]",eve-online
"[Role-Playing, Miscellaneous, Massively Multiplayer Online, Compilation, Sci-Fi]",eve-online-commissioned-officer-edition
"[Role-Playing, Miscellaneous, Massively Multiplayer Online, Compilation, Sci-Fi]",eve-online-special-edition
"[Simulation, Space, Combat]",eve-valkyrie
"[Adventure, 3D, First-Person]",event0
"[Adventure, General, General]",everlight-of-magic-power
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-ii
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-ii-desert-of-flames
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-ii-echoes-of-faydwer
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-ii-kingdom-of-sky
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-ii-rise-of-kunark
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-ii-the-shadow-odyssey
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-dragons-of-norrath
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-gates-of-discord
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-lost-dungeons-of-norrath
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-omens-of-war
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-the-planes-of-power
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy]",everquest-the-ruins-of-kunark
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",everquest-the-scars-of-velious
"[Role-Playing, Massively Multiplayer Online, Fantasy]",everquest-the-shadows-of-luclin
"[Action, Action Adventure, General, Open-World]",everspace
"[Adventure, 3D, First-Person]",everybodys-gone-to-the-rapture
"[Action, Shooter, Shooter, Static, Static, Shoot-'Em-Up, Top-Down]",everyday-shooter
"[Action Adventure, Adventure, General]",everything
"[Adventure, General, General]",evidence-the-last-ritual
"[Action Adventure, Horror, Horror, Survival]",evil-dead-hail-to-the-king
"[Action Adventure, Horror, Horror, Survival]",evil-dead-regeneration
"[Strategy, Real-Time, Modern, General, Modern]",evil-genius
"[Role-Playing, General, General]",evil-islands-curse-of-the-lost-soul
"[Simulation, Sci-Fi, Space, Small Spaceship, Combat]",evochron-mercenary
"[Role-Playing, Adventure, General, General]",evoland
"[Adventure, General]",evoland-2-a-slight-case-of-spacetime-continuum-disorder
"[Action, Shooter, First-Person, Sci-Fi, Arcade]",evolve
"[Action, General]",excubitor
"[Role-Playing, General, General]",expeditions-conquistador
"[Role-Playing, General]",expeditions-viking
"[Action, Platformer, 2D]",extreme-exorcism
"[Strategy, Real-Time, Historic, General, Historic]",d-day
"[Adventure, 3D, Point-and-Click, Third-Person]",d4-dark-dreams-dont-die
"[Adventure, General]",da-new-guys-day-of-the-jackass
"[Adventure, Third-Person, Fantasy, Fantasy]",daemonica
"[Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade]",damnation
"[Adventure, Visual Novel]",danganronpa-2-goodbye-despair
"[Adventure, Visual Novel]",danganronpa-trigger-happy-havoc
"[Racing, General]",danger-zone
"[Sports, Individual, Golf, Arcade]",dangerous-golf
"[Role-Playing, General, General]",dangerous-high-school-girls-in-trouble
"[Simulation, Submarine, Marine, Combat]",dangerous-waters
"[Action, Shooter, Shoot-'Em-Up, Horizontal]",dariusburst-chronicle-saviours
"[Action Adventure, Modern, General, Modern, Linear]",dark
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",dark-age-of-camelot
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",dark-age-of-camelot-catacombs
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",dark-age-of-camelot-darkness-rising
"[Role-Playing, Massively Multiplayer Online, Fantasy, Fantasy]",dark-age-of-camelot-shrouded-isles
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",dark-age-of-camelot-trials-of-atlantis
"[Adventure, 3D, First-Person, Modern, Modern]",dark-fall-3-lost-souls
"[Adventure, 3D, First-Person, Modern, Modern]",dark-fall-lights-out
"[Adventure, 3D, First-Person, Modern]",dark-fall-the-journal
"[Role-Playing, General]",dark-fear
"[Simulation, Sci-Fi, Futuristic Jet, Futuristic Jet]",dark-horizon
"[Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade]",dark-messiah-of-might-and-magic
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",dark-planet-battle-for-natrolis
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",dark-reign-2
"[Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade]",dark-sector
"[Action RPG, Role-Playing, Action RPG]",dark-souls-ii
"[Role-Playing, Action RPG]",dark-souls-ii-crown-of-the-ivory-king
"[Role-Playing, Action RPG]",dark-souls-ii-crown-of-the-old-iron-king
"[Role-Playing, Action RPG]",dark-souls-ii-crown-of-the-sunken-king
"[Role-Playing, Action RPG]",dark-souls-ii-scholar-of-the-first-sin
"[Role-Playing, Action RPG]",dark-souls-iii
"[Role-Playing, Action RPG]",dark-souls-iii-ashes-of-ariandel
"[Role-Playing, Action RPG]",dark-souls-iii-the-ringed-city
"[Role-Playing, Action RPG, Action RPG]",dark-souls-prepare-to-die-edition
"[Action, General, General]",dark-void
"[Action, Action Adventure, General, General, Fantasy]",darkened-skye
"[Role-Playing, General]",darkest-dungeon
"[Role-Playing, General]",darkest-dungeon-the-crimson-court
"[Strategy, Real-Time, Historic, General]",darkest-hour-a-hearts-of-iron-game
"[Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade]",darkest-of-days
"[Role-Playing, Action RPG]",darkmaus
"[Adventure, General, General]",darkness-within-in-pursuit-of-loath-nolder
"[Action, Miscellaneous, Platformer, 2D, General, Action Adventure, Sandbox]",darkout
"[Action Adventure, Modern, Fantasy, Modern, Open-World]",darksiders
"[Action Adventure, Modern, Fantasy, Fantasy, Open-World]",darksiders-ii
"[Role-Playing, Action RPG, Action RPG]",darkspore
"[Simulation, Sci-Fi, Space, Small Spaceship, Small Spaceship, Combat]",darkstar-one
"[Action, Adventure, Interactive Movie, General, Interactive Movie]",darkstar-the-interactive-movie
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",darwinia
"[Sports, Alternative, Individual, Biking, Biking]",dave-mirra-freestyle-bmx
"[Strategy, Turn-Based, 4X]",dawn-of-andromeda
"[Strategy, Real-Time, Historic, General, Historic]",dawn-of-discovery
"[Simulation, General, General]",dawn-of-discovery-venice
"[Strategy, Real-Time, Fantasy, Fantasy]",dawn-of-fantasy
"[Role-Playing, Third-Person, Action RPG]",dawn-of-magic
"[Role-Playing, Action RPG]",dawnspire-prelude
"[Action, Shooter, Shooter, First-Person, Historic, Tactical, Historic]",day-of-defeat
"[Action, Shooter, Shooter, First-Person, Historic, Tactical, Historic, Arcade]",day-of-defeat-source
"[Action, Shooter, First-Person, Tactical]",day-of-infamy
"[Adventure, Point-and-Click]",day-of-the-tentacle-remastered
"[Horror, Action Adventure, Horror, Survival]",daylight
"[Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy]",dc-universe-online
"[Simulation, Flight, Old Jet, Modern Jet, Combat]",dcs-a-10c-warthog
"[Simulation, Flight, Helicopter, Helicopter, Civilian]",dcs-black-shark
"[Action Adventure, Survival]",dead-by-daylight
"[Action, Adventure, General, Shooter, First-Person, Arcade]",dead-effect
"[Action, General]",dead-effect-2
"[Action Adventure, Horror]",dead-horde
"[Action Adventure, Horror, Horror, Survival]",dead-island
"[Miscellaneous, Compilation]",dead-island-definitive-collection
"[Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade]",dead-island-riptide
"[Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade]",dead-mans-hand
"[Action, Fighting, 3D]",dead-or-alive-5-last-round
"[Adventure, General, General]",dead-reefs
"[Action Adventure, Horror, Horror, Open-World]",dead-rising-2
"[Action Adventure, Horror, Horror, Open-World]",dead-rising-2-off-the-record
"[Action, Action Adventure, General, Open-World]",dead-rising-3-apocalypse-edition
"[Action Adventure, Open-World]",dead-rising-4
"[Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade]",dead-space
"[Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade]",dead-space-2
"[Action, Action Adventure, Shooter, Shooter, Linear, Third-Person, Sci-Fi, Sci-Fi]",dead-space-3
"[General, Role-Playing, General]",dead-state
"[Action, Adventure, General, Point-and-Click]",dead-synchronicity-tomorrow-comes-today
"[Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade]",dead-to-rights
"[Action, Platformer, 2D]",deadbolt
"[Action, Shooter, First-Person, Sci-Fi, Arcade]",deadcore
"[Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade]",deadfall-adventures
"[Action, General, Platformer, Platformer, 2D, 2D]",deadlight
"[Action, Shooter, Shooter, Third-Person, Tactical, Historic, Historic]",deadly-dozen
"[Action, Shooter, Shooter, First-Person, Tactical, Historic, Historic]",deadly-dozen-pacific-theater
"[Action Adventure, Horror, Horror, Open-World]",deadly-premonition-the-directors-cut
"[Fighting, 3D, Action, Beat-'Em-Up, Shooter, Beat-'Em-Up, Third-Person, 3D, Arcade]",deadpool
"[Adventure, 3D, First-Person, Fantasy, Fantasy]",dear-esther
"[Action, Arcade]",death-by-game-show
"[Driving, Racing, Arcade, Arcade, Automobile]",death-rally-2012
"[Action, General]",death-road-to-canada
"[Action Adventure, Modern, General, Modern]",death-to-spies
"[Action Adventure, Historic, General, Historic]",death-to-spies-moment-of-truth
"[Driving, Racing, Arcade, Futuristic, Futuristic]",death-track-racing
"[Simulation, Driving, Racing, Car Combat, Arcade, Car Combat, Vehicle, Automobile, Combat]",death-track-resurrection
"[Action, Shooter, Shoot-'Em-Up, Horizontal]",deathsmiles
"[Action, Role-Playing, General, Action RPG]",deathspank
"[Role-Playing, Action RPG, Action RPG]",deathspank-thongs-of-virtue
"[Strategy, General]",deathtrap
"[Action, Adventure, General, Point-and-Click]",decay-the-mare
"[Action, Shooter, Third-Person, Modern]",deep-black
"[Action, Shooter, Shooter, Third-Person, Modern, Arcade]",deep-black-reloaded
"[Action, General, General]",deep-raider
"[Strategy, Tycoon, Tycoon]",deep-sea-tycoon-divers-paradise
"[Strategy, Real-Time, Sci-Fi, Sci-Fi, General]",defcon-everybody-dies
"[Strategy, Real-Time, General, General, Defense]",defenders-of-ardania
"[Strategy, Real-Time, General, Defense]",defenders-of-time
"[Strategy, Real-Time, General, General, Defense]",defense-grid-the-awakening
"[Strategy, Real-Time, General, General, Defense]",defense-technica
"[Massively Multiplayer Online, Role-Playing, Sci-Fi, Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade]",defiance
"[Role-Playing, Action RPG]",defragmented
"[Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern]",delta-force-black-hawk-down
"[Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern]",delta-force-black-hawk-down---team-sabre
"[Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern]",delta-force-land-warrior
